property_title,property_location,property_area,property_bedrooms,property_bathrooms,property_description,property_agent,property_price
"
5 bedroom house for sale in Thika Road
","

Mirema Drive, Thika Road, Thika Road

",-,"
5
","








4

","
5 bedroom house along Mirema Drive
",Edlon Group Limited,"
KSh 23,500,000
"
"
2880 m² office for sale in Cbd
","

Cbd, Starehe

","
2880 m²
",-,-,"
BLOCK OF OFFICE FOR SALE, KEMU HUB TOWERS-NAIRO...
",Danco Limited,"
KSh 800,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kirichwa Road, Kilimani, Dagoretti North

","
109 m²
","
2
","








3

","
Kirichwa Place
",Sakile Properties,"
KSh 11,000,000
"
"
3 bedroom apartment for sale in Karura
","

Karura, Westlands

",-,"
3
","








4

","
New & Spacious 3 Bedroom Apartment Plus Dsq
",Origin Homes,"
KSh 27,000,000
"
"
4 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
4
","








4

","
THE MASTERPIECE DUPLEX RIVERSIDE
",Olympia Gold Real Estate,"
KSh 54,000,000
 "
"
3 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
3
","








4

","
3 Bed + DSQ, KILIMANI
",Citiscape Valuers & Estate Agents Ltd,"
KSh 19,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
159 m²
","
2
","








3

","
2 Bedroom Apartment For Sale, Vasudev Heights,...
",Apricot Property Solutions Limited,"
KSh 17,000,000
"
"
4 bedroom house for sale in New Kitusuru
","

Eel Close, New Kitusuru, Westlands

","
2023 m²
","
4
","








4

","
4 Bedroom All En-Suite House For Sale in New Ki...
",Simkar Group Limited,"
KSh 65,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
","








3

","
Very Spacious 3 bedroom Apartment With Dsq for...
",Wilnas Property Ltd,"
KSh 15,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Denis Pritt, Kilimani, Dagoretti North

","
100 m²
","
2
","








2

","
Affordable 2Bedroom Apartment Master Ensuite
",Peech Limited,"
KSh 8,200,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Kileleshwa, Dagoretti North

","
2024 m²
","
3
","








3

","
3 Bedroom Master En-suite Apartments For Sale i...
",Simkar Group Limited,"
KSh 16,500,000
"
"
5 bedroom house for sale in Karen
","

Off Bogani Road (Askari Close), Karen, Langata

",-,"
5
","








5

","
A 5 Bedroom house for sale in Karen
",The HouSwitch Haven Ltd,"
KSh 73,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Argwings Kodhek, Kilimani, Dagoretti North

","
124 m²
","
2
",-,"
Modern 2 Bedrooms Apartment in Kilimani for sal...
",VAAL Real Estate,"
KSh 15,000,000
"
"
4 bedroom apartment for sale in Ngong Road
","

Kilimani,Kileleshwa,Ngong road, Ngong Road, Ngong Road

","
126 m²
","
4
","








3

","
 NGONG ROAD KILELESHWA APARTMENTS FOR SALE
",El Roi Properties,"
KSh 13,950,000
"
"
Furnished commercial property for sale in Nairobi Central
","

Nairobi, Nairobi Central, Starehe

",-,-,-,"
Hotel for sale town center
",Pemukika Agency,"
KSh 25,000,000,000
"
"
3 bedroom apartment for sale in Riara Road
","

Riara Road, Dagoretti North

",-,"
3
","








2

","
Homely 3bedroom apartment to let on Riara road
",Canaan Properties,"
KSh 15,000,000
"
"
4.42 ac land for sale in Karen
","

Karen, Langata

","
4 ac
",-,-,"
4.42 acres vacant land for sale in Karen (Kenya...
",Pam Golding Properties,"
KSh 309,400,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
","








2

","
2 Bedroom Apartment for Sale in Kilimani Nairob...
",Sky Limits Ventures,"
KSh 7,500,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
200 m²
","
3
","








3

","
NEW EXECUTIVE 3 BEDROOM EXECUTIVE APARTMENT FO...
",Splendor Holdings,"
KSh 20,000,000
"
"
1 bedroom apartment for sale in Kilimani
","

Kilimani, Kilimani, Dagoretti North

","
730 ft²
","
1
","








1

","
1BR APARTMENT FOR SALE, KILIMANI.
",Property City,"
KSh 6,400,000
"
"
5 bedroom house for sale in Karen
","

Karen, Langata

",-,"
5
","








5

","
Karen Miotoni off Nandi Road...5bedroom all ens...
",Badilisha Properties,"
KSh 125,000,000
"
"
3 bedroom apartment for sale in Loresho
","

Loresho, Westlands

",-,"
3
","








5

","
3 bedrooms all ensuite with dsq for sale
",Royal Properties Market Limited,"
KSh 24,000,000
"
"
1 ac land for sale in Lavington
","

Lavington, Dagoretti North

","
1 ac
",-,-,"
1 acres residential vacant land for sale in Lav...
",Pam Golding Properties,"
KSh 160,000,000
"
"
3 bedroom apartment for sale in Parklands
","

Parklands Road, Westlands, Nairobi, Parklands, Westlands

","
186 m²
","
3
",-,"
3 bed, Parklands road, Westlands, Nairobi
",Fit Property,"
KSh 27,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
","








3

","
BRAND NEW 3 BEDROOM APARMENT WITH DSQ.
",Wilnas Property Ltd,"
KSh 17,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Dennis Pritt, Kilimani, Dagoretti North

","
80 m²
","
2
","








2

","
Denis Gardens by Ever Forgarden Company Limited...
",Ever Forgarden Company Limited,"
KSh 7,200,000
"
"
3 bedroom apartment for sale in Kasarani Area
","

Kasarani Area, Kasarani

","
77 m²
","
3
","








2

","
Kasarani Apartments
",Tysons Limited,"
KSh 10,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Othaya Road, Kileleshwa, Dagoretti North
 
","
120 m²
","
3
","








2

","
2& 3Bedroom Apartments For Sale-DIAMOND HOMES I...
",Crystal Valuers LTD,"
KSh 10,500,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
220 m²
","
3
","








3

","
NEW 3 BEDROOM EXECUTIVE APARTMENT + DSQ (STUDIO...
",Splendor Holdings,"
KSh 21,000,000
"
"
4 bedroom apartment for sale in Kiambu Road
 ","

Kiambu Road, Kiambu Road

",-,"
4
","








4

","
4 Bedrooms Apartments /Duplexes with SERVANTS Q...
",Fitsher Homes Ltd,"
KSh 15,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
","








4

","
3 Bed Apartment +SQ For Sale in Kileleshwa
",Trisums Investments Company Ltd,"
 KSh 21,000,000
"
"
Studio apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
0
","








1

","
Studio apartment for Sale in Kilimani Nairobi
",Sky Limits Ventures,"
KSh 4,500,000
"
"
4 bedroom house for sale in Rosslyn
","

Rosslyn, Westlands

",-,"
4
",-,"
House for sale
",Live n Style Agencies,"
KSh 76,000,000
"
"
5 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

","
387 m²
","
5
","








4

","
Sky View Gardens Apartments
",Tribeka Business Solutions Ltd,"
KSh 55,000,000
"
"
2 bedroom apartment for sale in Muthaiga Area
","

Muthaiga Area, Muthaiga

","
1490 ft²
","
2
","








2

","
2 & 3 Bed Apartment For Sale in Muthaiga Reside...
",Coral Property International Ltd,"
KSh 13,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Kabarsiran, Lavington, Dagoretti North

",-,"
3
","








2

","
3-Bedroom Apartment (2 ensuite) in a Compound o...
",Shingles Kenya Limited,"
KSh 18,500,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kindaruma Road, Kilimani, Dagoretti North

",-,"
2
","








2

","
HEARTLAND GARDEN
",Heartland Homes Nairobi Co. Limited,"
KSh 9,500,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
","








2

","
KILIMANI, NEW EXECUTIVE 2 BEDROOM APARTMENT FO...
 ",Splendor Holdings,"
KSh 10,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Ngong Rd, Kilimani, Dagoretti North

","
140 m²
","
3
","








4

","
3 BR (all en suite +DSQ) Ready to occupy apart...
",Prima Properties Ke,"
KSh 14,000,000
"
"
3 bedroom apartment for sale in Madaraka
","

NHC Madaraka, Near Nairobi West, Madaraka, Langata

",-,"
3
","








2
 
","
3 bedroom apartment for sale
",Regent Management Ltd,"
KSh 11,000,000
"
"
3 bedroom apartment for sale in Kiambu Road
","

Greenzone Apartments, Kiambu Road, Kiambu Road

",-,"
3
","








2

","
Bedroom Apartments for Sale At Greenzone along...
",Royani Properties Limited,"
KSh 6,300,000
"
"
1 bedroom apartment for sale in Parklands
","

Parklands, Westlands

",-,"
1
",-,"
1 & 3 Bedroom Apartments For Sale in Parklands
",Good Living Properties Ltd,"
KSh 8,500,000
"
"
3 bedroom apartment for sale in Kilimani
","

Rose Close, Kilimani, Dagoretti North

",-,"
3
","








3

","
The Rose Garden - a low-rise apartment developm...
",Property Zone East Africa,"
KSh 18,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kindaruma Road, Kilimani, Dagoretti North

",-,"
2
","








1

","
2 Bedroom Apartments for Sale At Heartland Gard...
",Royani Properties Limited,"
KSh 9,500,000
"
"
Furnished 3 bedroom apartment for sale in Kilimani
","

Wood Avenue, Kilimani, Dagoretti North

","
150 m²
","
3
","








4

","
Spectacular Furnished 3br all ensuite apartment
",El Roi Properties,"
KSh 13,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
","








2

","
Three Bedroom Master En-suite Apartment
",Regent Management Ltd,"
KSh 18,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
","








4

","
3 BR+ DSQ , Luxury Apartments, (Ready for Occu...
",Upper Deck Homes,"
KSh 15,000,000
"
"
2 bedroom apartment for sale in General Mathenge
","

General Mathenge, Westlands

",-,"
2
","








2

","
To Sale Brand New 2 Bedrooom Apartment On Gener...
",Jabemu Property Development,"
KSh 14,950,000
"
"
2 bedroom apartment for sale in Rosslyn
","

Rosslyn, Westlands

","
969 ft²
","
2
","








2

","
Breathtaking Elegant apartments for sale Near T...
",El Roi Properties,"
KSh 12,300,000
"
"
2 bedroom apartment for sale in Imara Daima
","

Imara Daima, Embakasi

","
2100 ft²
","
2
","








2

","
Modern 2bedroomed apartment, en-suite,open plan...
",Homefront Consult,"
KSh 10,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

","
227 m²
","
3
","








4

","
3 Bedroom Plus SQ For Sale in Lavington
",Nuru Breeze Homes Realty Limited,"
KSh 26,490,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
2
",-,"
Kilelshwa, New Apartments (Off-plan)
",FAPCL Group,"
KSh 11,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
190 m²
","
3
","








2

","
3 bedroom apartment for sale in Kileleshwa (Ken...
",Pam Golding Properties,"
KSh 18,000,000
"
"
4 bedroom apartment for sale in Nyari
","

Enaki Town, Nyari, Westlands

",-,"
4
","








5

","
4 bedroom Apartments
",HassConsult,"
KSh 54,400,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Othaya rd, Kileleshwa, Dagoretti North

","
110 m²
","
2
","








2

","
2 Bedroom For sale in Kileleshwa
",Abode Realty,"
KSh 8,500,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Savannah Land Apartments, Kileleshwa, Dagoretti North

","
22 m²
","
3
","








3

","
Savannah Land Apartments, 3 &2 Bedroom Apartmen...
",Crystal Valuers LTD,"
KSh 23,500,000
"
"
3 bedroom apartment for sale in Parklands
","

Nairobi, 5th parklands, Parklands, Westlands

",-,"
3
","








3

","
A Beautiful 3 Bedroom Apartment For Sale Off 5t...
",Coral Property International Ltd,"
KSh 22,500,000
"
"
1618 m² land for sale in Kilimani
","

Kilimani, Dagoretti North

","
1618 m²
",-,-,"
0.4 Acres of Prime land on Dennis Pritt / State...
",Pinder Bassi,"
 KSh 110,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
138 m²
","
3
",-,"
Moon Valley Apartments 3Bed
",VAAL Real Estate,"
KSh 20,000,000
"
"
Commercial land for sale in Zimmermann
","

Kamiti Road, Zimmermann, Roysambu

",-,-,-,"
1/8th acre plot Kamiti Road
",Edlon Group Limited,"
KSh 10,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
3
",-,"
The Pride of Riverside 3bedroom all Ensuite
",REALTY BORIS,"
KSh 16,500,000
"
"
3 bedroom apartment for sale in Lavington
","

Hatheru Road, Lavington, Dagoretti North

",-,"
3
","








4

","
Penthouse Apartment In Lavington
 ",Peponi & Co Real Estate,"
KSh 31,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
3
","








3

","
3 bedroom apartment for sale in Westlands - 3KE...
",Pam Golding Properties,"
KSh 25,000,000
"
"
3 bedroom apartment for sale in Valley Arcade
","

Valley Arcade, Dagoretti North

",-,"
3
","








3

","
LAVINGTON:3BEDROOM PENTHOUSE FOR SALE
",Jubilee Real Estate,"
KSh 24,000,000
"
"
3 bedroom apartment for sale in Brookside
","

Brookside, Westlands

",-,"
3
","








3

","
3 & 4 Bedrooms for sale along Brookside drive,W...
",Crystal Valuers LTD,"
KSh 24,500,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Spring Garden Apartments, Kileleshwa, Dagoretti North

","
184 m²
","
3
","








3

","
1, 2 & 3 Bedroom Apartments For Sale At Spring...
",Royani Properties Limited,"
KSh 17,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

mandera road, Kileleshwa, Dagoretti North

","
91 m²
","
2
","








2

","
2 bedroom all ensuite for sale in kileleshwa
",Nairobi Property,"
KSh 7,200,000
"
"
50000 m² land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

","
50000 m²
",-,-,"
Land for Sale Kiambu Road
",Cura International,"
KSh 350,000,000
"
"
4 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








3

","
4 Bedroom Apartment For Sale At Krishna Valley
",Coral Property International Ltd,"
KSh 18,750,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
","








3

","
2 & 3 bedroom apartments
",Azizi Realtors,"
KSh 11,500,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
","








2

","
UNFURNISHED 2 BEDROOM APARTMENTS FOR SALE
",Olympia Gold Real Estate,"
KSh 15,500,000
"
"
5 bedroom townhouse for sale in Lower Kabete
","

Lower Kabete, Westlands

",-,"
5
","








4

","
Exceptional 5 Bedroom Townhouse for sale off Lo...
",Coral Property International Ltd,"
KSh 60,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Dennis Pritt, Kilimani, Dagoretti North

","
120 m²
","
3
","








3

","
3 BRS Apartments for sale ( from 10.5 M an...
",Prima Properties Ke,"
KSh 10,500,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kindruma Road, Kilimani, Dagoretti North

","
129 m²
","
2
",-,"
Amazing 2 Bedrooms apartment in kilimani for sa...
",VAAL Real Estate,"
KSh 13,000,000
"
"
5 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
5
","








6

","
BRAND NEW LUXURIOUS 5 BED DUPLEX APARTMENTS IN...
",Allionè Real Estate,"
KSh 28,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
3
",-,"
To Sale 3 Bedrooms with DSQ Apartment In Westla...
",Jabemu Property Development,"
KSh 25,000,000
"
"
Furnished 2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
","








2

","
2 bedroom apartment for sale in Kilimani (Kenya...
",Pam Golding Properties,"
KSh 14,000,000
"
"
3 bedroom apartment for sale in Brookside
","

School Lane, Brookside, Westlands

",-,"
3
","








3

","
3 Bedroom All En-Suite Apartment For Sale in Br...
",Simkar Group Limited,"
KSh 26,000,000
"
"
3 bedroom apartment for sale in Riruta
","

Riruta, Dagoretti South

","
121 m²
","
3
","








2

","
3 bedroom apartment off Naivasha road-Precious...
",-,"
KSh 7,500,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
251 m²
","
3
","








4

","
SPACIOUS THREE BED APARTMENT OFF - OTHAYA RD,...
",Allionè Real Estate,"
KSh 26,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
3
","








2

","
3 bedroom apartment for sale in Riverside (Keny...
",Pam Golding Properties,"
KSh 17,000,000
"
"
4 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
4
","








4

","
4 bedroom apartment for sale in Kilimani (Kenya...
",Pam Golding Properties,"
KSh 21,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
3
","








2

","
Lavington 3bedroom on sale
",Canaan Properties,"
KSh 9,500,000
"
"
2 bedroom apartment for sale in Lavington
","

Off Hatheru, Lavington, Dagoretti North

","
1370 m²
","
2
","








3

","
MODERN 2 BEDROOM ALL ENSUITE FOR SALE IN LAVING...
",Abode Realty,"
KSh 12,500,000
"
"
3 bedroom apartment for sale in Kilimani
","

Muriga road, Kilimani, Dagoretti North

","
165 m²
","
3
","








3

","
3 BEDROOMS ALL ENSUITE PLUS DSQ
",Abode Realty,"
KSh 17,000,000
"
"
4 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Kileleshwa, Dagoretti North

","
245 m²
","
4
","








5

","
4BR ALL ENSUITE PLUS DSQ
",Balis Properties,"
KSh 21,500,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
","








3

","
New and Beautiful 3 bedroom apartments With dsq...
",Wilnas Property Ltd,"
KSh 23,000,000
"
"
Furnished 3 bedroom apartment for sale in Spring Valley
","

Brookside Drive, Spring Valley, Westlands

","
2000 ft²
","
3
","








4

","
By owner, Furnished 3 bedroom apartment for sal...
",-,"
KSh 25,000,000
"
"
5102 ft² warehouse for sale in Ruaraka
","

Nairobi, Ruaraka, Ruaraka

","
5102 ft²
",-,-,"
Warehouses For Sale Along Baba Dogo Road, Ruara...
",Coral Property International Ltd,"
KSh 5,375
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
163 m²
","
3
","








4

","
Exquisite 3 bedroom apartments for sale in Kili...
",Homeowners Eye,"
KSh 14,700,000
"
"
2 bedroom apartment for sale in Nairobi West
","

Nairobi West, Langata

",-,"
2
","








1

","
2 bedroom apartment for sale in Nairobi West (K...
",Pam Golding Properties,"
KSh 8,700,000
"
"
1 bedroom apartment for sale in Runda
","

Limuru Road, Runda, Westlands

","
87 m²
","
1
","








2

","
Executive Luxury Apartments For sale in Rosslyn...
",El Roi Properties,"
KSh 14,000,000
 "
"
3 bedroom apartment for sale in Kileleshwa
","

Othaya Road, Kileleshwa, Dagoretti North

","
230 m²
","
3
","








4

","
Three bedrooms plus detached servant quarter
",Calmillers Holding Ltd,"
KSh 20,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
","








4

","
Kileleshwa 3bedroom apartment on sale
",Canaan Properties,"
KSh 22,000,000
"
"
2 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
2
","








2

","
2 Bedroom Luxury and high end Apartment in the...
",Pinder Bassi,"
KSh 28,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
120 m²
","
3
","








3

","
3 Bedroom Apartment for Sale in Kileleshwa Nair...
",Sky Limits Ventures,"
KSh 11,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

","
165 m²
","
3
","








3

","
3 Bedroom apartment for sale
",Abode Realty,"
KSh 16,500,000
"
