property_title,property_location,property_area,property_bedrooms,property_bathrooms,property_description,property_agent,property_price
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
159 m²
","
2
","








3

","
2 Bedroom Apartment For Sale, Vasudev Heights,...
",Apricot Property Solutions Limited,"
KSh 17,000,000
"
"
4 bedroom townhouse for sale in Lavington
","

Njumbi Rd, Lavington, Dagoretti North

",-,"
4
","








4

","
Spacious 4- Bedroom Townhouse on Njumbi Rd, Lav...
",Shingles Kenya Limited,"
KSh 79,000,000
"
"
4 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
4
","








4

","
4BEDROOM APARTMENT ON SALE IN KILELESHWA
",Canaan Properties,"
KSh 23,000,000
"
"
0.5 ac land for sale in Dagoretti Corner
","

Dagoretti Corner, Dagoretti South

",-,-,-,"
½ Acre Plot for sale in Dagoretti Naivasha Rd.
",Ring Kenya Ltd,"
KSh 60,000,000
"
"
2 bedroom apartment for sale in Mombasa Road
","

11, Bella Casa Apartments, Mombasa Road, Mombasa Road

",-,"
2
",-,"
2 Bedroom Apartment For Sale In Athi River
",Gimco Limited,"
KSh 5,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Northcote Apartments, Kilimani, Dagoretti North

","
558 m²
","
3
","








2

","
3 Bedroom Apartments With SQ for Sale at Nort...
",Crystal Valuers LTD,"
KSh 20,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Mandera Road, Kileleshwa, Dagoretti North

","
204 m²
","
3
","








4

","
Elina Residency - 3 Bedroom Apartment
",Purple Dot International Ltd,"
KSh 23,000,000
"
"
3 bedroom apartment for sale in Imara Daima
","

Mombasa road, Imara Daima, Embakasi

","
1330 ft²
","
3
","








3

","
Spacious 3 bedroom Apartment for sale
",Property Point Urban Kenya,"
KSh 9,000,000
"
"
3 m² commercial land for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

","
3 m²
",-,-,"
Prime 3 Acres plots Along Mombasa Road
",Edlon Group Limited,"
KSh 150,000,000
"
"
4 bedroom house for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








4

","
To Sale 4 Bedrooms Townhouses In Lavington
",Jabemu Property Development,"
KSh 53,000,000
"
"
1 ac land for sale in Riverside
","

Riverside Drive, Westlands, Nairobi, Riverside, Westlands

","
1 ac
",-,-,"
PRIME 1 acre plot for sale, Riverside Drive, We...
",Fit Property,"
KSh 575,000,000
"
"
Furnished 3 bedroom apartment for sale in Westlands Area
","

ROYAL APARTMENTS, -OFF CHURCH , Westlands Area, Westlands

",-,"
3
","








3

","
3 Bedroom Apartment For Sale In Westlands
",Halifax Estate Agency,"
KSh 275,000,000
"
"
1 bedroom apartment for sale in Hurlingham
","

Argwings Kodhek, Hurlingham, Dagoretti North

","
850 ft²
","
1
",-,"
1 BEDROOM TYPE A
",Golden Compass,"
KSh 10,500,000
"
"
3 bedroom house for sale in Kiambu Road
","

Kiambu Road, Five Star Paradise, Kiambu Road, Kiambu Road

",-,"
3
","








3

","
3, 4 & 5 Bedroom Villas & Townhouses For Sale i...
",Coral Property International Ltd,"
KSh 27,350,000
"
"
1 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
1
",-,"
One bedroom for sale in westlands
",Cloud Real Estate,"
KSh 11,000,000
"
"
4 bedroom apartment for sale in Valley Arcade
","

Valley Arcade, Dagoretti North

","
245 m²
","
4
","








6

","
Stylish 4 Bedrooms + Dsq All Ensuite
",Alphagate Real Estate,"
KSh 23,000,000
"
"
4 bedroom house for sale in Rosslyn
","

Rosslyn Springs, Rosslyn, Westlands

","
496 m²
","
4
 ","








5

","
4 Bedroom Townhouses For Sale In Rosslyn Spring...
",Coral Property International Ltd,"
KSh 69,500,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
","








3

","
3 bedroom apartment for sale in Kileleshwa (Ken...
",Pam Golding Properties,"
KSh 22,000,000
"
"
Furnished 3 bedroom apartment for sale in Kilimani
","

Kilimani, Kilimani, Dagoretti North

","
180 m²
","
3
","








2

","
DUPLEX 3BEDROOM FURNISHED & SERVICED
",Balis Properties,"
KSh 24,500,000
"
"
 1 bedroom apartment for sale in Lavington
","

City Oasis Apartments, Lavington, Dagoretti North

","
75 m²
","
1
","








1

","
City Oasis -  1 bedroom and 2 bedroom apartment...
",Westlands Avenue Consult,"
KSh 5,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
","








3

","
Brand new 3 bedroom apartment for sale.
",Wilnas Property Ltd,"
KSh 10,500,000
"
"
4 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
",-,"
 4 bedrooms apartment
",Fuzone Pride Investments,"
KSh 24,000,000
"
"
Land for sale in Runda
","

Pan African Insurance Avenue, Runda, Westlands

",-,-,-,"
0.5-Acre Plot For Sale in Runda
",Simkar Group Limited,"
KSh 52,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Peponi Road, Westlands Area, Westlands

",-,"
3
","








3

","
Under Construction 3 & 4 Bed Luxury Apartments...
",Coral Property International Ltd,"
KSh 33,000,000
"
"
3 bedroom apartment for sale in Lavington
","

1128p, Hatheru Road, Lavington, Dagoretti North

","
1800 ft²
","
3
","








3

","
Extraordinary three bedroom apartment in Laving...
",Ace Realtors Limited,"
KSh 15,000,000
"
"
4 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
1800 ft²
","
4
","








3

","
Lovely 4 BR Apartment in Kilimani
",Leilach Properties,"
KSh 16,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
","








3

","
3 bedroom apartment for sale in Kileleshwa (Ken...
",Pam Golding Properties,"
KSh 26,000,000
"
"
Furnished 1 bedroom apartment for sale in General Mathenge
","

 General Mathenge, Westlands

",-,"
1
",-,"
furnished 1 bedroom apartment for sale in Gener...
",Dunhill Consulting Limited,"
KSh 15,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
","








4

","
Moon Valley Apartments
",VAAL Real Estate,"
KSh 23,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
","








3

","
A Residence so rare,
",A1 Properties Ltd,"
KSh 22,000,000
"
"
3 bedroom apartment for sale in Mountain View
","

Mountain View, Westlands

",-,"
3
","








3

","
2 & 3 bedroom apartments in near Mountain View,...
",Own Properties Ltd,"
KSh 12,500,000
"
"
3 bedroom apartment for sale in Ngumba Estate
","

Ngumba Estate, Kasarani

",-,"
3
",-,"
Plot
",Ardhi Lords Management,"
KSh 18,000,000
"
"
1 bedroom apartment for sale in Valley Arcade
","

Valley Arcade, Valley Arcade, Dagoretti North

",-,"
1
","








1

","
1 Bedroom Apartment for Sale in Lavington
",Sky Limits Ventures,"
KSh 5,500,000
"
"
0.25 ac residential land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,-,-,"
Make An Offer! Kiambu Road Quarter An Acre Plot...
",Geoscape Global Limited,"
KSh 15,900,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

MANDERA ROAD, MANDERA ROAD, Kileleshwa, Dagoretti North

",-,"
3
 ","








2

","
ELINA RESIDENCY FOR SALE AT KILELESHWA
",Sunland Real Estates Limited,"
KSh 23,500,000
"
"
379 m² office for sale in Westlands Area
","

Mogotio Road, Westlands Area, Westlands

","
379 m²
",-,-,"
Commercial Office Space in the Heart of Westlan...
",Pam Golding Properties,"
KSh 40,330,000
"
"
3 bedroom apartment for sale in Spring Valley
","

Peponi road, Spring Valley, Westlands

",-,"
3
","








3

","
3 bedrooms apartment for sale in peponi road
",Dakima Home International,"
KSh 42,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
3
","








3

","
Westlands 3 Bedroom Apartment For Sale
",J.M McCarthy Properties Ltd,"
KSh 22,000,000
"
"
4 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








4

","
Executive 4 bedroom duplexes with dsq for sale...
",Wilnas Property Ltd,"
KSh 34,000,000
"
"
2 bedroom apartment for sale in Uthiru/Ruthimitu
","

Muhuri road, Uthiru/Ruthimitu, Dagoretti South

",-,"
2
","








2

","
Waiyaki way 1&2 bedroom apartment for sale 87 J...
",-,"
KSh 3,250,000
"
"
1 ac land for sale in Karen
","

Karen, Langata

","
1 ac
",-,-,"
Karen - 1 Acre Plot
",Camelot Holdings,"
KSh 53,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Mandera Road, Kileleshwa, Dagoretti North

","
204 m²
","
3
","








4

","
3 bedroom apartment for sale in Kileleshwa
",Dunhill Consulting Limited,"
KSh 22,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
3
","








4

","
Riverside:3 bedroom deluxe apartment for sale
",Royal Properties Market Limited,"
KSh 40,000,000
"
"
0.5 ac land for sale in Spring Valley
","

Peponi Gardens, Spring Valley, Westlands

",-,-,-,"
1/2 Acre Prime Plot For Sale In Peponi
",Antel Ltd,"
KSh 100,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Mandera Road, Kileleshwa, Dagoretti North

",-,"
3
",-,"
3 Bedroom Apartments - Kileleshwa
 ",Good Living Properties Ltd,"
KSh 20,600,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
2
","








2

","
2 bedroom Flat for Sale in Kileleshwa
",Kaisa Ventures Kenya Co. Ltd,"
KSh 8,500,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
2
",-,"
Modern 2bedroom apartment on sale in kileleshwa
",Canaan Properties,"
KSh 12,000,000
"
"
0.3 ac land for sale in Runda
","

Runda, Westlands

",-,-,-,"
IDEAL 0.3 ACRE LAND FOR SALE!!
",Pam Golding Properties,"
KSh 25,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
3
","








3

","
Lavington 3 Bedroom Apartment for Sale
",J.M McCarthy Properties Ltd,"
KSh 28,000,000
"
"
4 bedroom apartment for sale in Parklands
","

Parklands, Westlands

","
2400 ft²
","
4
","








4

","
4 Bed Apartment For Sale On A High Floor In Par...
",Coral Property International Ltd,"
KSh 22,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
156 m²
","
3
","








3

","
3 bedrooms apartment+ dsq for sale in Kilimani
",Kenya Classic Homes,"
KSh 15,300,000
"
"
4 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
4
","








5

","
Lavish 4 bedroom (all ensuite) apartment for sa...
",Homeowners Eye,"
KSh 24,000,000
"
"
18212 m² land for sale in Karen
","

Bogani, Bogani, Karen, Langata

","
18212 m²
",-,-,"
Prime 0.5 acres for sale
",Keensell Ventures LTD,"
KSh 35,000,000
"
"
1 ac land for sale in Runda
","

Ruaka Road, Runda, Westlands

","
1 ac
",-,-,"
1 ACRE PRIME LAND, OPP WHISPPERS
",Apollo Properties Limited,"
KSh 140,000,000
"
"
1 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
1
","








1

","
Cherrywood Apartment-Kilimani
",Tysons Limited,"
KSh 9,500,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
2
",-,"
BRAND NEW TWO BED APARTMENTS IN KILELESHWA
",Karengata Property Managers,"
KSh 14,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Dennis Pritt, Kilimani, Dagoretti North

","
120 m²
","
3
","








2

","
Denis Gardens by Ever Forgarden Company Limited...
",Ever Forgarden Company Limited,"
KSh 10,200,000
"
"
4047 m² residential land for sale in Runda
","

Runda, Westlands

","
4047 m²
",-,-,"
0.5 Acre Off Panafric Avenue rd.
",GerryVille Homes,"
KSh 38,000,000
"
"
Residential land for sale in Lavington
","

James Gichuru, Lavington, Dagoretti North
 
",-,-,-,"
Prime 1.66 acres fronting tarmac, Lavington
",Shingles Kenya Limited,"
KSh 580,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Oloitoktok Rd, Kileleshwa, Dagoretti North

","
95 m²
","
2
","








2

","
2 BR master en suite Apartment along Oloitoktok...
",Prima Properties Ke,"
KSh 9,800,000
"
"
0.25 ac residential land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,-,-,"
Residential Kiambu Road Quarter Acre Plot For S...
",Geoscape Global Limited,"
KSh 15,400,000
"
"
5 bedroom house for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
","








6

","
Spacious & Luxurious 5 bedroom townhouse
",A1 Properties Ltd,"
KSh 70,000,000
"
"
4 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
4
","








3

","
4 bedroom Apartment for Sale in Kileleshwa with...
",Kaisa Ventures Kenya Co. Ltd,"
KSh 12,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Riara Road, Kilimani, Dagoretti North

","
1200 ft²
","
3
","








4

","
3 Bedroom All Ensuite, Riara *Deal
",-,"
KSh 11,000,000
"
"
3 bedroom apartment for sale in Parklands
 ","

First Parklands road, Nairobi, Parklands, Westlands

","
1700 ft²
","
3
",-,"
3 bedroom apartment for sale 1st Parklands road...
",Fit Property,"
KSh 14,000,000
"
"
4 bedroom house for sale in Garden Estate
","

Garden Estate, Roysambu

",-,"
4
","








4

","
Garden Estate Villas
",Tysons Limited,"
KSh 47,000,000
"
"
Furnished 5 bedroom house for sale in Spring Valley
","

SPRING VALLEY, -OFF LOWER KABETE , Spring Valley, Westlands

",-,"
5
","








6

","
5 Bedroom Townhouse For Sale In Spring Valley
",Halifax Estate Agency,"
KSh 140,000,000
"
"
5 bedroom townhouse for sale in Kileleshwa
","

Kaputei Gardens, Kileleshwa, Dagoretti North

","
434 m²
","
5
","








5

","
5 bedroom townhouse for sale in Lavington
",Westlands Avenue Consult,"
KSh 65,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

435, Statehouse, Kilimani, Dagoretti North

",-,"
3
","








3

","
3bedroom apartment with sq for sale
 ",Didenco Investments,"
KSh 30,000,000
"
"
Office for sale in Riverside
","

Riverside, Westlands

",-,-,-,"
Commercial office for sale in Riverside (Kenya)...
",Pam Golding Properties,"
KSh 175,000,000
"
"
Furnished 5 bedroom house for sale in Runda
","

034, runda mimosa drive, Runda, Westlands

",-,"
5
","








7

","
5 Bedroom House For Sale In Runda
",Mencia Management Ltd.,"
KSh 150,000,000
"
"
4 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Kileleshwa, Dagoretti North

","
265 m²
","
4
","








5

","
LUXE 4BR & 5BR ALL ENSUITE PLUS DSQ
",Balis Properties,"
KSh 23,500,000
"
"
3 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
3
",-,"
Lavington 3 bedroom penthouse on sale
",Canaan Properties,"
KSh 12,500,000
"
"
4 bedroom apartment for sale in Westlands Area
","

General Mathenge, Westlands Area, Westlands
 
",-,"
4
","








4

","
General Mathenge, New Apartment – FOR SALE
",FAPCL Group,"
KSh 30,000,000
"
"
2 bedroom apartment for sale in Lavington
","

Nairobi, Hatheru Road, Lavington, Dagoretti North

",-,"
2
 ","








2

","
Modern 2 Bedroom All En-suite Apartment For Sal...
",Coral Property International Ltd,"
KSh 12,500,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
230 m²
","
3
","








4

","
Exquisite & Lovely 3 bedroom all ensuite apartm...
",A1 Properties Ltd,"
KSh 28,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
2
","








2

","
The Marquis - 2,3 & 4 Bedroom Apartments in Kil...
",Coral Property International Ltd,"
KSh 15,240,000
"
"
4 bedroom apartment for sale in Westlands Area
","

Fox Close, Westlands Area, Westlands

",-,"
4
",-,"
ROYAL APARTMENTS FOR SALE
",Halifax Estate Agency,"
KSh 245,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Near Kasuku Center, Kileleshwa, Dagoretti North

","
2300 ft²
","
3
","








3

","
An ultra-modern 3 bedroom master en-suite _ Dsq...
",Yellow Market,"
KSh 23,000,000
"
"
3157 m² residential land for sale in Westlands Area
","

Mvuli Road, Westlands Area, Westlands

","
3157 m²
",-,-,"
Prime Plot In Westlands
",Simkar Group Limited,"
KSh 320,000,000
"
"
3 bedroom apartment for sale in Naivasha Road
","

Mukiri Road, Naivasha Road, Dagoretti North

","
145 m²
","
3
","








2

","
THE ONYX PLACE APARTMENTS
",House and Homes Limited,"
KSh 10,450,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
","








4

","
Kilimani:3 bedroom apartment for sale/rent
",Royal Properties Market Limited,"
KSh 27,000,000
"
"
3 bedroom apartment for sale in Riruta
","

Riruta, Dagoretti South

",-,"
3
","








2

","
Aspire Heights Riruta - 3 Bed Apartment
",-,"
KSh 8,500,000
"
"
4 bedroom apartment for sale in Lavington
","

lavington, Lavington, Dagoretti North

","
230 m²
","
4
","








5

","
Spacious 4 bedrooms apartment for sale in Lavi...
",Kenya Classic Homes,"
KSh 16,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
207 m²
","
3
","








5

","
MODERN AND SPACIOUS 3 BEDROOM PLUS DSQ FOR SALE...
",Round The Clock Homes,"
KSh 19,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
177 m²
","
3
","








4

","
3 Bedroom All En-suite Plus DSQ For Sale in Kil...
",Nuru Breeze Homes Realty Limited,"
KSh 16,500,000
"
"
1 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
1
",-,"
Elite Residence ~ A World Of Luxury, Elegance A...
",VAAL Real Estate,"
KSh 13,300,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
","








2

","
Brand new 2 bedroom apartment with Dsq
",Wilnas Property Ltd,"
KSh 15,000,000
"
"
4 bedroom apartment for sale in Lavington
","

Othaya road, Lavington, Dagoretti North

","
245 m²
","
4
","








5

","
4 BEDROOMS ALL ENSUITE WITH DSQ FOR SALE IN LAV...
",Abode Realty,"
KSh 25,000,000
"
"
4 bedroom house for sale in Karen
","

Ndege Lane, Karen, Langata

","
4047 m²
","
4
",-,"
Spacious family home · Stand Alone
",Peponi & Co Real Estate,"
KSh 130,000,000
"
"
1 ac residential land for sale in Runda
","

Runda, Westlands

","
1 ac
",-,-,"
0.5 Acre Plots For Sale In Runda
",Coral Property International Ltd,"
KSh 58,500,000
"
"
3 bedroom apartment for sale in South B
","

South B, Langata

","
120 m²
","
3
",-,"
Waconia courts , South B 3 bedroom for sale
",Jiidhe Limited,"
KSh 12,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
3
","








3

","
3 bedroom apartment for sale in Westlands - 3KE...
",Pam Golding Properties,"
KSh 22,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
190 m²
","
3
","








2

","
3 bedroom apartment for sale in Kileleshwa (Ken...
",Pam Golding Properties,"
KSh 18,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
","








3

","
Brand new 3 bedroom apartment with Dsq
",Wilnas Property Ltd,"
KSh 23,000,000
"
"
5 bedroom apartment for sale in Kilimani
","

Kilimani, Kilimani, Dagoretti North

","
330 m²
","
5
","








6

","
5BEDROOM ALL ENSUITE PENTHOUSE
",Balis Properties,"
KSh 36,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
","








2

","
Crest Park Apartments
",Tysons Limited,"
KSh 15,000,000
"
"
1 bedroom apartment for sale in New Kitusuru
","

New Kitusuru, Westlands

",-,"
1
","








2

","
1 and 2 bedrooms Units for sale in Kitusuru- Mw...
",CIBCON COMPANY LIMITED,"
KSh 3,500,000
"
"
0.5 ac residential land for sale in Gigiri
","

Red Hill Road, Gigiri, Westlands

",-,-,-,"
PRIME LAND, HALF NYALI, VILLAGE MARKET.
",Apollo Properties Limited,"
KSh 85,000,000
"
"
4 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
4
","








5

","
4 bedroom apartment for sale in kilimani
",Sarabi Realty Group,"
KSh 15,000,000
"
